seq,code,name,eps,revenue,rev_yoy,rev_qoq,net_profit,profit_yoy,profit_qoq,bps,roe,cps,gross_margin,industry,pub_date,report_date
157,875148,普诺威,0.18,261425905.17,,1.6381,25452043.03,,-63.0442,5.716183198097,3.14,0.351835278675,22.7209213453,,2026-04-20,20250630
158,688646,ST逸飞,0.19,431942704.68,23.9045167683,-17.0013,18148507.89,-55.06,-0.0679,15.831336414614,1.2,-0.861217956217,24.0231340976,自动化设备,2026-04-18,20250630
159,688201,ST信安,-0.0741,198096780.19,6.7021567841,63.5603,-23486641.62,29.8304894823,105.6623,3.979526590845,-1.85,-0.140609234007,67.3386774697,软件开发,2026-04-18,20250630
160,603007,顺景科技,,15021617.18,-61.0617969753,-22.0813,-36256530.01,42.2156472341,-145.6363,0.546595961088,-3.72,-0.091759099029,8.4110360746,汽车零部件,2026-04-18,20250630
161,831985,华杰电气,-0.01,16038520.13,-58.8209671865,,-260785.81,-106.59,,2.669624120049,-0.24,-0.118207011562,41.4771840299,,2026-04-17,20250630
162,300746,汉嘉数智,0.0666,601560535.88,52.170594276,18.9738,15027298.24,303.94,-53.1135,3.361504595046,1.99,-0.614305529498,33.9559777922,工程咨询服务Ⅱ,2026-04-17,20250630
163,873928,瑞能半导,0.09,443026868.68,18.4088434835,,32429993.61,-10.05,,4.364224412228,1.92,0.248245643331,28.1036691546,,2026-04-16,20250630
164,600757,长江传媒,0.56,3547735716.47,-0.701663603,-31.1015,684970992.41,28.83,-28.827,7.979289408284,7.0,0.102214817324,36.8878863717,出版,2026-04-16,20250630
165,001312,福恩股份,0.6,938052226.75,,22.6349,105300089.2,,68.1012,6.732739137371,9.37,0.653192176857,26.5610435309,纺织制造,2026-04-16,20250630
166,836859,爱立方,0.03,64785876.31,-9.0267333724,,1751861.97,-40.02,,2.054728198596,1.27,-0.121165219216,37.5366980353,,2026-04-15,20250630
167,688820,盛合晶微,0.27,3177996180.51,,11.698,434894465.01,,144.4669,9.281104309696,3.14,1.120143120609,31.7927660539,半导体,2026-04-15,20250630
168,900928,临港B股,0.1,2739502357.15,-8.1266707387,-26.7142,242406968.43,8.42,-15.243,6.329514954203,1.72,-0.934418017608,56.0214744756,房地产开发,2026-04-14,20250630
169,600848,上海临港,0.1,2739502357.15,-8.1266707387,-26.7142,242406968.43,8.42,-15.243,6.329514954203,1.72,-0.934418017608,56.0214744756,房地产开发,2026-04-14,20250630
170,301513,尚水智能,1.25,397707308.86,,-57.2594,93706209.2,,-7.981,8.8750656268,15.2,0.888311974933,53.6698739437,电池,2026-04-14,20250630
171,002219,新里程,0.0028,1591473771.36,-20.4558329379,-0.1043,9586705.92,-88.25,-162.6277,0.592266818803,0.37,0.041804133991,28.3554547986,医疗服务,2026-04-11,20250630
172,873789,腾茂科技,0.3094,140617109.54,40.2232527253,,33698015.03,48.76,,3.058460463141,10.65,0.360807431103,33.2495954745,,2026-04-10,20250630
173,301666,大普微,-0.9,748172794.6,,51.8939,-353762041.71,,-85.8431,1.225704980641,-54.79,-1.174471111003,-0.7324020132,计算机设备,2026-04-10,20250630
174,874539,四维材料,0.49,1068707111.56,11.7093825771,9.3331,30648811.84,-3.78,59.5172,6.511086162505,7.62,-0.462197228779,6.5964225593,,2026-04-08,20250630
175,601069,西部黄金,0.173,5028702724.71,68.9569485773,58.9713,158797853.88,131.94,245.1198,5.255831406325,3.26,-1.430246983519,8.6019739293,贵金属,2026-04-08,20250630
176,002306,ST云网,-0.0159,69402181.31,3.689777528,51.7398,-13055987.46,53.82,-3.1326,-0.035670501855,,-0.04395009287,16.2588681321,酒店餐饮,2026-04-08,20250630
177,603226,菲林格尔,-0.08,138405256.57,16.2576745442,176.328,-28143752.4,-87.0303415578,12.3184,2.578482801754,-2.9,-0.041054368347,0.3806680202,家居用品,2026-04-07,20250630
178,600368,五洲交通,0.1965,683484211.89,-12.5797867436,-13.5542,316271868.13,-10.46,-38.4994,4.333642747875,4.55,0.248765619453,56.3636224302,铁路公路,2026-04-07,20250630
179,600455,博通股份,0.4751,148699295.1,5.2273065732,-0.2658,29674034.12,42.95,-12.7099,4.969708238656,4.3225,-1.912685897243,62.0944394578,软件开发,2026-04-03,20250630
180,875160,广东设计,0.36,652600831.84,,,36498567.93,,,17.8786525277,1.98,-1.0613754899,29.5282192005,,2026-03-31,20250630
181,875156,爱果乐,0.19,315338316.23,,,9428060.64,,,6.0901375304,2.12,0.3216973006,42.8310247403,,2026-03-31,20250630
182,875149,海顺创科,0.77,213938094.29,,,29440388.92,,,3.513360663573,24.77,2.141294388103,27.1179705524,,2026-03-31,20250630
183,875095,汉品股份,0.33,112744466.23,,,16367959.52,,,3.6537579832,9.43,0.4988848706,38.6124585762,,2026-03-31,20250630
184,875039,科佳股份,-0.16,28475242.28,,,-11686842.38,,,5.745663798133,-2.58,0.2039695668,63.6740975958,,2026-03-31,20250630
185,874981,雅玛西,0.57,340405608.1,,,14988492.83,,,7.67945288466,7.79,1.991556558062,18.2823971283,,2026-03-31,20250630
186,874975,三绿科技,1.08,524913311.2,,,70743591.87,,,5.387480068082,22.97,0.181903792561,40.4823931773,,2026-03-31,20250630
187,874962,亿嘉能,0.09,453378589.17,,,16986268.88,,,3.102571495116,2.8,-0.085722202216,14.149462388,,2026-03-31,20250630
188,873982,湖南昊华,0.8626,270221172.96,61.4804471257,,89283168.57,320.24,,3.870082410435,25.42,0.528136828213,47.562369337,,2026-03-31,20250630
189,430521,康捷医疗,0.06,41906046.23,2.3266928429,,5701512.05,-37.33,,1.401323825717,4.1,-0.103768652126,32.5877453937,,2026-03-31,20250630
190,300224,正海磁材,0.14,3057437410.06,20.4182286091,9.5823,113102589.02,102.84,-37.2315,4.346763407686,2.84,-0.35962329233,12.0668623428,金属新材料,2026-03-31,20250630
191,000877,天山股份,,35979500657.39,-9.4013285648,40.7214,-924015275.2,72.99,138.2354,11.495394332374,-1.12,0.273264765133,18.5356917553,水泥,2026-03-31,20250630
192,874802,百通新材,0.47,262819016.68,,,35646574.58,,,3.707911346346,13.63,-0.519919293638,42.2824621992,,2026-03-30,20250630
193,603293,埃泰克,0.688,1521509033.13,,4.0007,92460870.57,,-29.024,9.875034309141,7.25,2.71837589838,17.4911485483,汽车零部件,2026-03-27,20250630
194,875133,创宇科技,0.24,87229418.36,,,10152030.62,,,2.854801162978,8.45,-0.281116235686,34.6513480868,,2026-03-26,20250630
195,875080,雷石股份,1.68,181174114.85,,,58865162.38,,,7.381224275015,26.12,2.622242683329,66.8594981189,,2026-03-26,20250630
196,001257,盛龙股份,0.37,2289100045.12,,-31.4019,603763628.25,,-37.3402,3.323874055174,11.93,0.508383958808,48.1080543058,小金属,2026-03-26,20250630
197,875152,都铂股份,2.41,313552823.67,,,19303324.22,,,21.183185198247,12.2,0.963687507152,17.8849104,,2026-03-25,20250630
198,875068,菲斯罗克,0.17,91373184.18,,,12205901.87,,,7.449727529244,2.37,-0.629238157632,47.7958137521,,2026-03-25,20250630
199,874746,前景无忧,0.3,262098023.92,6.6678961261,3.7117,31868613.62,-4.08,-37.6932,3.969345495556,7.38,0.61719710537,34.1152927415,,2026-03-24,20250630
200,874387,百英生物,1.39,246897279.48,28.9457180641,27.2239,83000990.04,55.5293791615,55.4559,16.099588351854,9.06,1.482845788466,69.0311524003,,2026-03-24,20250630
201,301677,欣兴工具,1.31,244371148.72,,7.4392,98456712.21,,16.9293,16.6576959668,8.2,1.302236184533,55.9739365291,通用设备,2026-03-24,20250630
202,920136,永励精密,0.91,254597341.87,-3.8977040978,-8.8939,54869699.71,24.648666055,5.0251,12.052536675333,7.89,1.378654868333,33.8232115141,汽车零部件,2026-03-23,20250630
203,875135,巴德股份,1.02,93242199.6,,,11187459.52,,,14.265292850909,7.43,0.227270148182,26.9028823297,,2026-03-23,20250630
204,600252,中恒集团,0.0079,1031354686.66,-22.122059648,-2.3922,25905885.45,23.59,-51.3435,1.766064566313,0.44,-0.020878729146,42.4469865714,中药Ⅱ,2026-03-21,20250630
205,688811,有研复材,0.04,240100874.74,,164.4459,14406610.07,,772.4065,2.022470477736,1.94,-0.057129038793,26.9831248929,金属新材料,2026-03-20,20250630
206,688132,邦彦技术,-0.39,69430522.02,-63.7565814518,50.5988,-59673824.05,-260.82,-19.3442,9.156783614755,-4.18,-0.478421071585,60.2559064988,军工电子Ⅱ,2026-03-20,20250630
207,301707,展芯股份,0.34,340164300.0,,94.9266,124461200.0,,231.475,3.513112778442,11.65,0.001492690854,80.2099750033,半导体,2026-03-20,20250630
208,301682,宏明电子,2.82,1528019279.74,,-13.4751,256767800.96,,-14.2471,30.333952709011,9.52,2.116458150038,50.5866592646,军工电子Ⅱ,2026-03-20,20250630
209,920055,隆源股份,1.28,475421138.98,17.1156829744,5.9534,65160410.72,-1.9514521604,27.6932,14.393237697647,9.32,2.168466506078,26.3906768595,汽车零部件,2026-03-19,20250630
210,301696,三瑞智能,0.45,435637139.11,,24.9861,160259467.97,,-6.2256,2.476831305389,19.16,0.331246912278,59.5108485607,航空装备Ⅱ,2026-03-19,20250630
211,874191,华益泰康,0.75,163909634.77,14.5765250624,-7.7087,45222233.14,23.92,-41.102,6.676817529976,10.72,0.960166288969,74.6103394237,,2026-03-18,20250630
212,831587,万事兴,-0.105,9988820.56,-16.6055854849,,-1962280.47,-199.74,,1.633095950802,-6.23,0.023526973797,28.3519342748,,2026-03-17,20250630
213,920069,普昂医疗,1.05,178343387.97,31.7207885657,33.661,44329946.99,63.2389654202,74.6229,13.124535101533,8.32,1.275066937153,52.504980272,医疗器械,2026-03-16,20250630
214,874961,弘盛新材,0.07,2134692817.95,,,17600576.44,,,2.214900121558,3.03,0.153088182706,4.3300322699,,2026-03-16,20250630
215,920200,振宏股份,0.75,633352072.74,28.0999274081,25.4379,59290448.92,55.8913354299,21.4117,8.024928159313,9.86,-0.438912146345,19.7352788772,风电设备,2026-03-13,20250630
216,920178,锐翔智能,1.11,265168204.56,54.1084138471,-40.6641,57805505.17,56.9304639373,-51.5347,9.595147544658,12.29,1.962848614631,45.1308930792,自动化设备,2026-03-13,20250630
217,920076,国亮新材,0.63,511495205.95,16.5283364929,12.5894,41497151.11,12.4803060805,-0.7138,11.637354473126,5.59,-0.032873132491,20.3258410364,装修建材,2026-03-13,20250630
218,874500,杰理科技,0.73,1372964574.57,-4.5756716586,34.0998,293061478.13,-22.8899420047,15.2109,9.962542957158,7.7,0.616965980723,30.3199077981,,2026-03-13,20250630
219,874433,安达股份,0.48,477793084.51,1.9077592027,0.2543,40387382.58,5.8927673461,-19.5644,5.245021008452,9.61,0.362173897619,17.4160475021,,2026-03-13,20250630
220,301583,托伦斯,0.44,373444100.0,,41.0344,60852300.0,,155.0369,6.069849962582,7.54,0.425442452588,30.1225002618,半导体,2026-03-13,20250630
221,920188,悦龙科技,0.87,153229340.33,26.2898622499,11.7581,52933804.26,39.3616164475,13.6065,7.603280085902,12.15,0.182572618852,57.011005015,橡胶,2026-03-12,20250630
222,874921,奥飞能源,1.13,61356833.48,,,14446039.83,,,5.612496408913,22.74,3.751359322127,66.6214279675,,2026-03-12,20250630
223,688813,泰金新能,0.87,1164206157.36,17.0570196346,-32.5314,103973351.01,8.1728368835,-73.7943,5.614758498583,16.75,0.120943128333,21.478100753,专用设备,2026-03-12,20250630
224,301683,慧谷新材,2.26,496007045.13,,7.7298,107073514.01,,-11.1814,22.879351600112,10.06,1.078284242025,45.159403343,化学制品,2026-03-12,20250630
225,875117,北变科技,0.35,191478883.9,,29.4524,19935550.68,,19.5063,5.88527751572,6.09,0.361798648254,24.37036106,,2026-03-11,20250630
226,875106,交大盛阳,-0.2,37973787.43,,,-16248987.7,,,2.732895793125,-7.17,0.124042028,42.3243936087,,2026-03-11,20250630
227,874142,南方乳业,0.82,853816717.38,3.6581344879,21.2041,122626169.83,78.2007242962,42.842,12.049610492867,6.83,1.396451108133,30.7353602006,,2026-03-11,20250630
228,920081,欧伦电气,2.8,1242269890.86,38.480989234,35.9325,150012429.27,30.0269984507,57.3463,14.932494706716,19.95,3.610081166791,24.856262112,小家电,2026-03-10,20250630
229,600529,山东药玻,0.5593,2250208818.82,-9.7001197521,-7.869,371141622.0,-21.89,-34.0372,12.303146517741,4.55,0.4512272129,33.3720382197,医疗器械,2026-03-07,20250630
230,920072,科莱瑞迪,0.49,152167602.53,13.234198224,35.1905,30542763.43,-6.5292416104,89.2977,7.650055370065,6.56,0.502554326537,61.0480094353,医疗器械,2026-03-06,20250630
231,874679,正大种业,0.08,89550439.29,-18.8226787349,-88.264,11941198.1,55.7950457475,-145.9553,3.728518641075,2.25,-0.306494823138,48.3878579642,,2026-03-06,20250630
232,688797,臻宝科技,0.73,366370851.61,,21.7289,85184713.62,,87.7723,9.147539636999,8.37,0.609100003404,48.4693398177,半导体,2026-03-06,20250630
233,688781,视涯科技,-0.14,150495691.79,,96.8724,-123081081.9,,33.8819,2.284238772678,-5.67,0.2465317805,20.3711666396,光学光电子,2026-03-06,20250630
234,603435,嘉德利,0.32,367499200.82,,2.5273,124924746.51,,3.4463,3.152420681717,11.46,0.209665086541,48.794523237,电子化学品Ⅱ,2026-03-06,20250630
235,001237,惠康科技,1.85,1389077183.45,,61.0883,205399865.24,,56.5806,10.947632792429,18.44,0.099004151601,23.7977465924,通用设备,2026-03-06,20250630
236,920078,族兴新材,0.37,362572412.79,5.9849143169,20.6525,35897474.67,15.9479404682,133.1205,8.246852408557,4.56,0.094310576289,19.6934644091,金属新材料,2026-03-05,20250630
237,874573,信胜科技,0.84,655213858.01,42.6242750857,37.7937,87846397.78,98.3018564708,67.7563,4.89899231819,18.69,1.226529851429,25.5767456764,,2026-03-05,20250630
238,874419,振华海科,0.27,262313061.05,-2.9224109867,54.8904,31201651.59,-23.54,942.6836,6.409125397582,3.59,0.122675810765,32.6113116395,,2026-03-05,20250630
239,001399,惠科股份,0.33,18997199884.77,,-4.0761,2161741924.78,,13.6695,3.518406522286,9.76,0.617223841322,21.5835239113,光学光电子,2026-03-05,20250630
240,920220,朗信电气,0.84,594969256.76,6.0879509198,8.318,44340555.47,1.4106311498,152.3007,12.950828593065,6.5,0.536272677566,16.3447630554,汽车零部件,2026-03-03,20250630
241,920206,彩客科技,1.36,283073156.92,28.343412322,-13.8083,86434599.66,60.3489802059,-13.0673,8.268144224606,17.93,1.134880437716,41.2738071851,化学制品,2026-03-03,20250630
242,874905,信远科技,0.7253,91986310.83,,,26567341.94,,,5.12319898837,17.19,0.393294108337,51.660859764,,2026-03-03,20250630
243,920117,龙鑫智能,0.95,339897103.63,23.2724413706,168.6664,64175480.31,-0.7467679955,237.9233,9.131858383694,11.04,-0.380513743921,36.7006270185,通用设备,2026-03-02,20250630
244,920096,嘉晨智能,0.6,191377704.06,3.157530384,6.6705,30827238.87,20.4778826776,5.4395,7.810321490392,8.05,0.125865455882,33.903134458,自动化设备,2026-03-02,20250630
245,688511,天微电子,0.2713,84008863.73,87.3726475615,7.6871,27771827.84,1899.85,-24.7661,8.171913813401,3.18,-0.090709738588,56.5263295462,军工电子Ⅱ,2026-02-28,20250630
246,688316,青云科技,-0.87,100112205.24,-30.5554702126,12.95,-41562699.03,-10.4252429479,18.509,0.912857119277,-63.58,-0.556610051723,25.780483157,IT服务Ⅱ,2026-02-28,20250630
247,920985,海泰新能,-0.41,1183718347.95,-21.7417505883,69.2958,-138148418.91,-252.84,-340.3864,4.141677960664,-10.1,-0.182205952509,1.3251641598,光伏设备,2026-02-27,20250630
248,920079,乔路铭,0.55,1424988889.08,2.4256983819,11.0313,201354790.08,11.4575223781,15.7201,4.012225709098,14.73,2.131234674773,23.3894818194,汽车零部件,2026-02-27,20250630
249,874669,德硕科技,0.89,511927939.18,9.2591416158,39.5777,44285488.02,5.5897700312,-20.1616,8.5813382988,10.88,1.6830571804,18.6379929825,,2026-02-27,20250630
250,875098,昌力科技,-0.02,54656670.97,,,-719697.99,,,6.077365260857,-0.34,-0.703783381143,46.7310659371,,2026-02-25,20250630
251,920036,觅睿科技,0.79,356813485.19,8.8218240868,27.7031,32180678.22,17.7645137045,182.0534,7.238955120827,11.54,0.828823200089,35.3843085366,计算机设备,2026-02-24,20250630
252,301531,春光集团,0.36,546155166.88,10.1919848452,24.4853,58512465.24,33.0223528612,86.9721,4.309928333859,8.29,-0.015008893204,21.5021691584,金属新材料,2026-02-24,20250630
253,920161,龙辰科技,0.48,331234726.67,30.1333133813,5.8952,49297296.43,87.3877787556,-5.3119,6.636925685433,7.5,-0.035288542063,35.4417683708,塑料,2026-02-13,20250630
254,920156,海昌智能,0.76,438474188.16,18.859332898,47.6811,60833714.6,10.206588246,22.8795,7.133553199625,11.26,0.092792933125,33.5017739212,自动化设备,2026-02-13,20250630
255,920125,鸿仕达,0.13,196377756.97,2.2126976137,11.175,5545145.14,310.6131737033,576.5763,9.872363883497,1.33,-0.043262577356,26.1310450795,自动化设备,2026-02-13,20250630
256,874553,沛城科技,1.63,574075517.06,87.8024090713,32.5663,81684184.09,141.5239177088,19.2701,9.858822226,18.06,1.0721747362,29.4112458766,,2026-02-13,20250630
257,301152,天力锂能,-0.5,966296346.06,1.3025844632,31.0227,-59204485.58,27.3,50.8322,11.29355259184,-4.32,-0.220162993,5.1563311383,电池,2026-02-13,20250630
258,920183,海菲曼,0.9,107412320.57,20.7749273359,-4.7409,34707631.05,63.378117301,-15.7107,6.360141379384,15.29,0.595593889444,66.8016897217,消费电子,2026-02-12,20250630
259,875096,川岛装备,0.55,206715702.37,,,27647426.17,,,2.3973202828,25.09,0.863996481,30.0184450618,,2026-02-11,20250630
260,920187,通领科技,1.86,485677811.38,-0.9370167941,-8.7099,87205557.12,35.0032032245,-16.9192,16.644489228205,11.86,2.946311452137,31.7684053718,汽车零部件,2026-02-09,20250630
261,001365,天海电子,0.71,6557458306.1,,14.1538,314814639.41,,106.6892,10.803740369484,6.54,0.772062520583,14.4273941451,汽车零部件,2026-02-09,20250630
262,920191,瑞尔竞达,0.4319,226958611.59,-19.4230558976,24.0401,57459931.89,-11.7734629397,104.1372,4.856137519974,9.32,0.728937912622,39.0894232867,装修建材,2026-02-06,20250630
263,920177,恒道科技,1.03,146993058.48,36.6161593216,34.9094,40307174.94,20.0475394771,47.5427,9.225742233945,11.83,0.325853682467,50.3146785738,通用设备,2026-02-06,20250630
264,874649,弥富科技,0.7,152457717.84,37.9760095344,29.3957,40908482.87,35.9905453566,12.9018,7.80430158512,9.26,0.066724159504,43.2771251956,,2026-02-06,20250630
265,688816,易思维,-0.07,125253210.29,13.0069826059,432.052,-5099137.41,44.1104672498,173.1022,6.251072920667,-1.08,0.135291784667,61.2233128416,自动化设备,2026-02-06,20250630
266,301680,固德电材,1.31,457616113.71,,-9.6693,81160495.67,,-31.5338,10.804446582609,11.69,0.36051632657,32.7094092462,汽车零部件,2026-02-06,20250630
267,920168,通宝光电,0.59,329472109.29,48.4150148186,22.7705,33450491.42,16.0658800118,8.5351,8.818760361121,6.96,0.87419092657,20.4289183066,汽车零部件,2026-02-05,20250630
268,874475,拓普泰克,1.29,568222920.25,22.4103976916,18.6212,59559777.25,9.1441305958,22.7538,11.854954184067,11.48,0.837997182707,22.3169939615,,2026-02-05,20250630
269,688818,电科蓝天,0.0418,1113408411.67,,245.6671,65281941.75,,402.0771,2.293688132779,1.84,-0.404567880881,24.7432063215,航天装备Ⅱ,2026-02-05,20250630
270,603284,林平发展,1.62,1223794497.63,,2.8233,91418993.5,,-24.4398,25.397703735783,6.6,1.364147485286,10.3201783073,造纸,2026-02-05,20250630
271,920166,海圣医疗,0.55,155630576.44,22.564586292,44.6335,35494170.76,27.1074179682,99.902,6.98377292125,8.27,0.729425293438,51.5923512247,医疗器械,2026-02-02,20250630
272,920186,中科仪,0.8,574227789.85,21.9030040008,111.3541,138254713.78,6066.6705492693,636.9655,10.288288258959,8.01,-0.12173177036,28.1516347306,通用设备,2026-01-30,20250630
273,300448,浩云科技,-0.0232,130236488.93,-16.1497417133,14.5686,-15523446.93,-349.61,-55.5654,1.858503116889,-1.23,-0.115889042263,34.0098796919,IT服务Ⅱ,2026-01-30,20250630
274,920180,爱得科技,0.43,149086086.66,11.8536961773,23.2223,38149319.95,19.0705602433,41.526,6.133844139067,7.28,0.426218656469,58.8922956977,医疗器械,2026-01-29,20250630
275,874320,恒基金属,1.2,674382149.54,37.9413124593,17.2576,70298795.88,9.4720283645,13.7749,13.088677715897,9.63,-0.693146723248,21.1435060992,,2026-01-28,20250630
276,600615,鑫源智造,0.04,328752539.72,388.3327134403,-1.9501,9082203.24,256.76,-26.6636,3.273950184291,1.238,0.249727417545,12.7948340371,工业金属,2026-01-28,20250630
277,920181,赛英电子,1.35,288915110.02,43.9649423638,11.6655,43865810.57,29.4181596433,-13.5307,13.051961853704,10.97,-0.231130184568,26.3126730529,半导体,2026-01-27,20250630
278,873855,新富科技,1.88,796508481.07,32.362666786,-15.5759,65178816.75,307.2459196067,-32.1677,13.628221202194,14.68,1.41746931815,23.1519565156,,2026-01-27,20250630
