K,LB,Trail,MAX_POS,Sector,Floor,Sharpe,Ret%,CAGR%,MDD%,Calmar,Trades,Win%,NegYrs,AvgHold
1.5,10,0.28,5,3,0.8,1.3689400696126308,1668.1209728641406,64.85739678672616,42.344814823948454,1.5316490828068405,241,56.016597510373444,0,21.630705394190873
1.5,14,0.25,8,1,0.8,1.3688203123331777,1531.2640630564697,62.56214342668744,30.027198840471474,2.083515807087689,332,53.01204819277109,1,22.271084337349397
1.5,10,0.25,3,1,0,1.368337442823327,1879.9445278734233,68.13596040137351,48.999300193213706,1.3905496636217303,176,54.54545454545454,0,21.636363636363637
1.5,10,0.35,3,1,0.8,1.3679098174832098,1945.5481879551303,69.09249902388814,51.309252467237165,1.3465894687903752,171,55.55555555555556,0,21.82456140350877
1.5,10,0.28,3,1,0,1.3672588104657044,1890.4618149736077,68.29105354477409,50.384037060784706,1.3554105135002554,176,54.54545454545454,0,21.852272727272727
1.5,14,0.2,5,3,0,1.3666733863984657,1503.8573278417098,62.08349311415107,48.99128153616865,1.2672355400280122,294,54.761904761904766,0,21.13605442176871
1.5,14,0.28,8,1,0.8,1.3652420558326799,1553.626773136428,62.94780488842222,31.38958123534158,2.005372560292368,332,53.01204819277109,1,22.5
1.5,10,0.2,3,1,0,1.3652370702780963,1806.77192142238,67.03766983954031,52.62379417039923,1.2739041510854963,177,54.80225988700565,0,20.966101694915253
1.5,10,0.18,3,3,0,1.3648741381238585,1768.961207882881,66.45644012635374,45.624082475948605,1.4566088021909749,180,55.00000000000001,0,20.316666666666666
1.5,10,0.3,5,3,0.8,1.3638367569975927,1648.9296200606025,64.544580515993,42.912011255028474,1.5041145504087647,241,55.601659751037346,0,21.65560165975104
1.5,10,0.3,3,1,0,1.362051213549224,1866.8250609297256,67.94153751703509,50.872169264454506,1.335534507361913,176,53.97727272727273,0,21.886363636363637
1.5,10,0.25,5,3,0.8,1.36129627225189,1614.5098793557634,63.97637047486786,40.78113849170354,1.5687735272001575,241,55.601659751037346,0,21.510373443983404
1.5,14,0.2,8,1,0.8,1.3590439215474102,1464.1823898782366,61.378470812450495,33.47331355406293,1.8336538661856043,335,52.537313432835816,1,21.4955223880597
