date,equity,positions,cash
20230426,24407581.84,5,15156361.66
20230427,24447059.15,5,15157865.26
20230428,24519422.19,5,15159369.02
20230504,24509966.27,4,16661406.89
20230505,24520791.45,4,16663059.81
20230508,24596191.32,4,16664712.89
20230509,24504747.24,3,18285849.64
20230510,24381895.77,3,18287663.71
20230511,24421780.98,5,14454175.69
20230512,24233711.73,5,14455609.64
20230515,24387947.87,5,14457043.73
20230516,24260544.24,5,14458477.96
20230517,24283644.29,5,14459912.33
20230518,24773529.19,5,14461346.85
20230519,24837515.53,5,14462781.50
20230522,24966699.79,5,14464216.30
20230523,24976708.25,5,14465651.25
20230524,24955244.99,5,14467086.33
20230525,24944541.96,5,14468521.56
20230526,25699162.82,5,14469956.93
20230529,25988176.66,5,14471392.44
20230530,26277884.39,5,14472828.09
